TAXA,FAMILY,SPECIES,SUBSPECIES,Common_name,spp_code_raster,Spp_code_phylogeny,mass,mass_male,mass_female,size,size_male,size_female,color_dimorphism,age_1st_rep,max_lifespan,rep_characteristics,clutch_litter_size,rep_per_year,rep_seasonality,broad_diet,activity_period,shelter_type,strata_used,pot_dispersal,endemic,rainforest_specialization,references,num_occur,AUC,model_background,realized_dist,core_realized_dist,potential_dist,core_potential_dist,elev_range,temp_range,precip_range,ENFA_marginality,ENFA_specialization,num_veg_types,veg_speciliazation,map_reliability
REPT,Scincidae,Glaphyromorphus fuscicaudis,.,Grey-tailed Skink,GLAFUSC,Gf,8.8,10.6,7.7,75,77.1,73.7,0,.,.,4,3,.,2,4,1,2,2,2,1,5,5; 16,61,0.955,grid,9024.6,5027.3,9044.2,5039.5,20 - 1300,17.3 - 24.5,1256 - 4032,1.19,0.79,4,0.918,3bc
REPT,Scincidae,Glaphyromorphus mjobergi,.,.,GLAMJOB,Gm,9.4,10.8,8.6,83.1,85.1,82.1,0,.,.,4,3,.,2,4,1,2,2,2,1,6,5; 16,20,0.979,grid,4555.9,2306.4,5078.3,2451.5,600 - 1275,17.1 - 20.8,1583 - 5386,1.86,2.65,1,1,3ab
REPT,Scincidae,Gnypetoscincus queenslandiae,.,Prickly Forest Skink,GNYQUEE,Gq,6.6,5.8,6.8,67.3,65.1,67.8,0,.,.,4,3.2,.,2,4,1,2,2,2,1,6,5; 16,328,0.947,grid,9479.5,5348.2,9785.2,5350.1,20 - 1443,16.2 - 24.5,1265 - 6556,1.43,1.02,8,0.899,4
REPT,Elapidae,Hemiaspis signata,.,Black-bellied Swamp Snake,HEMSIGN,Hs,231,.,.,410,427,393,0,365,.,4,7.7,.,3,4,3,2,2,5,0,4,5; 16; 17;18,20,0.976,grid,7614.2,2254.3,7614.2,2254.3,10 - 1225,17.6 - 24.3,934 - 3339,1.47,1.03,4,0.789,2b
REPT,Agamidae,Hypsilurus boydii,.,Boyd's Forest Dragon,HYPBOYD,Hb,131.8,104.4,145.4,151.8,141.3,158,0,2,.,4,4,3,2,4,1,3,1,4,1,6,5; 16,101,0.939,grid,11185.1,5923.9,11228.3,5934.6,0 - 1130,18 - 24.6,1347 - 4032,1.1,0.76,11,0.822,4
REPT,Scincidae,Lampropholis coggeri,.,.,LAMCOGG,Lc,1.2,1.1,1.2,37.8,37.5,38.1,0,.,.,4,1.5,.,2,4,1,2,2,2,1,5,5; 16,329,0.932,grid,10178.2,6496.9,10284,6568.1,20 - 1300,17.3 - 24.5,975 - 4141,1.13,0.69,8,0.878,4
REPT,Scincidae,Lampropholis delicata,.,.,LAMDELI,Ld,.,.,.,40,.,40,.,.,.,.,4.7,.,.,4,1,2,2,2,0,3,5; 16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Scincidae,Lampropholis mirabilis,.,.,LAMMIRA,Lm,1.7,1.9,1.6,47.5,47.2,47.8,.,.,.,.,1.58,.,2,4,1,1,2,2,1,3,5; 16,7,0.984,target group,3418.4,3387.1,22098.3,14036.7,47 - 604,20.6 - 23.7,977 - 1356,0.74,18.34,.,.,1bc
REPT,Scincidae,Lampropholis robertsi,.,.,LAMROBE,Lr,2,2.2,1.9,45.5,46.8,44.6,0,.,.,4,2.26,.,2,4,1,2,2,2,1,6,5; 16,39,0.995,grid,2631.4,528.5,2985.1,531.4,685 - 1540,15.7 - 20.5,1778 - 7408,2.41,4.1,4,0.641,3a
REPT,Scincidae,Menetia koshlandae,.,.,MENKOSH,MK,.,.,.,29,.,.,.,.,.,.,2,.,.,4,1,2,2,2,0,3,5; 16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Boidae,Morelia kinghorni,.,Amethystine Python,MORKING,Mk,4000,.,.,2000,.,.,0,.,20,3,16,.,2,4,2,2,5,7,0,5,3; 5; 16; 17,201,0.920,grid,18807.6,6991.3,18807.6,6991.3,4 - 1110,18.3 - 24.9,1094 - 4032,0.91,0.67,9,0.505,3bc
REPT,Boidae,Morelia spilota,cheynei,Jungle Carpet Python,MORSPIL,Mc,2920,.,.,2000,165.5,190,0,.,14,3,16.6,.,2,4,2,2,5,7,0,5,3; 5; 16; 18,213,0.935,grid,15413.4,2936.7,15413.4,2936.7,9 - 1190,17.5 - 24.6,1005 - 4194,0.97,0.75,8,0.587,1c
REPT,Gekkonidae,Nactus cheverti,.,.,NACCHEV,Nc,66.1,.,.,80,.,.,0,.,10,4,2,.,2,4,2,2,2,2,0,4,5; 16; 19,15,0.955,grid,9977.3,2837.6,10121.3,2880.7,7 - 668,20.5 - 25,1281 - 3423,1.44,1.32,6,0.455,2bc
REPT,Gekkonidae,Phyllurus amnicola,.,Mt.Elliot Leaf-tail gecko,PHYAMNI,Pa,.,.,.,113,.,113,.,.,.,.,1.75,.,2,4,2,1,1,3,1,4,5; 16,3,0.988,grid,4957,691.7,14523.4,1651.2,157 - 644,20.4 - 23.1,982 - 1315,.,.,.,.,1bc
REPT,Gekkonidae,Phyllurus gulbaru,.,Gulbaru Gecko,PHYGULB,Pg,.,.,.,86.6,.,.,.,.,.,.,2,.,3,4,1,2,1,2,1,4,5; 16,2,0.999,grid,5663.5,572.7,9336.8,1147.5,366 - 538,21.3 - 22.1,1137 - 1176,.,.,1,1,1bc
REPT,Agamidae,Physignathus lesueurii,lesueuri,Eastern Water Dragon,PHYLESU,Pl,60.7,.,.,147,.,.,0,.,13,3,10.88,1,2,4,1,3,2,3,0,4,5; 16; 19,136,0.891,grid,16943.9,8533.1,16943.9,8533.1,20 - 1200,17.8 - 24.5,934 - 4157,0.96,0.55,7,0.679,3c
REPT,Elapidae,Pseudechis porphyriacus,.,Red-bellied Black Snake,PSEPORP,Pp,1700,.,.,.,1056,928,0,579,12,4,12.3,1,2,4,1,2,2,7,0,4,3; 5; 16; 17; 20;,103,0.936,grid,15106,4725.9,15106,4725.9,80 - 1280,17.4 - 23.9,934 - 4157,1.35,0.65,7,0.833,3c
REPT,Typhlopidae,Ramphotyphlops affinis,.,.,RAMAFFI,Ra,.,.,.,15,206,252,.,.,.,.,3,.,.,4,2,2,2,2,0,3,5; 16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Typhlopidae,Ramphotyphlops broomi,.,.,RAMBROO,Rb,.,.,.,18,.,.,.,.,.,.,3,.,.,4,2,2,2,2,0,3,5; 16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Typhlopidae,Ramphotyphlops ligatus,.,.,RAMLIGA,Rl,.,.,.,30,242,305,.,.,.,.,7.7,.,.,4,2,2,2,2,0,3,5; 16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Typhlopidae,Ramphotyphlops polygrammicus,.,.,RAMPOLY,Rp,85.1,.,.,.,288,366,0,.,.,4,7,.,2,4,2,2,2,2,0,3,5; 16,7,0.816,target group,34489.8,21221.9,34493.5,21221.9,94 - 660,20.5 - 23.4,1494 - 4020,0.91,9.38,1,1,1b
REPT,Typhlopidae,Ramphotyphlops proximus,.,.,RAMPROX,PR,.,.,.,50,245,358,.,.,.,.,13.2,.,.,4,4,2,2,2,0,3,5; 16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Typhlopidae,Ramphotyphlops robertsi,.,.,RAMROBE,Rn,.,.,.,25,.,.,.,.,.,.,6,.,.,4,2,2,2,2,1,3,5; 16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Typhlopidae,Ramphotyphlops unguirostris,.,.,RAMUNGU,Ru,.,.,.,357,.,.,.,.,.,.,20,.,.,4,2,2,2,4,0,3,5; 16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Typhlopidae,Ramphotyphlops wiedii,.,.,RAMWIED,Rw,.,.,.,20,196,235,.,.,.,.,3.9,.,.,4,2,2,2,2,0,3,5; 16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Gekkonidae,Saltuarius cornutus,.,Northern Leaf-tailed Gecko,SALCORN,Sc,38.1,35.5,41.7,129.3,128.5,130.4,0,.,.,4,2,1,1,4,2,2,1,3,1,5,5; 16,217,0.937,grid,11608.5,5748.9,11651.3,5765.2,19 - 1512,15.9 - 24.5,1205 - 6380,1.26,0.75,8,0.825,4
REPT,Scincidae,Saproscincus basiliscus,.,.,SAPBASI,Sb,1.5,1.5,1.5,42.1,41.9,42.4,1,.,.,4,2,.,2,4,1,2,2,2,1,5,5; 16,289,0.931,grid,15412.5,6486.2,15763.3,6597.2,20 - 1215,17.7 - 24.6,1137 - 4157,1.09,0.66,10,0.732,3c
REPT,Scincidae,Saproscincus czechurai,.,Czechura's Litter Skink,SAPCZEC,Cz,0.8,0.7,0.8,33.9,33.5,34.3,1,.,.,4,2,.,2,4,1,2,2,2,1,6,5; 16,47,0.987,grid,4608.1,1254.3,5365.9,1297.3,606 - 1540,15.7 - 21,1445 - 7408,2.12,2.31,4,0.83,3b
REPT,Scincidae,Saproscincus lewisi,.,.,SAPLEWI,Sl,1.2,1.1,1.2,40.8,39.6,42.1,0,.,.,4,2,.,2,4,1,2,2,2,1,5,5; 16,13,0.989,grid,2428.9,1509.5,5534.7,2322.6,14 - 700,20.4 - 24.5,2056 - 3534,1.76,8.96,4,0.385,2abde
REPT,Scincidae,Saproscincus tetradactylus,.,Four-toed Litter Skink,SAPTETR,St,0.6,0.6,0.6,30.8,30.7,31,0,.,.,4,2,.,2,4,1,2,2,2,1,6,5; 16,113,0.954,grid,10786.6,4751.6,11902.3,4802.7,40 - 1181,17.9 - 24.1,1227 - 4157,1.06,0.8,5,0.92,3ac
REPT,Colubridae,Stegonotus cucullatus,.,Slaty-grey Snake,STECUCU,ST,1500,.,.,900,954,842,0,912,.,4,11.8,1,2,4,2,2,6,6,0,4,5; 16; 17,25,0.883,grid,17967.1,9707.4,17967.1,9707.4,11 - 1166,18 - 24.4,1272 - 3445,1.03,0.76,5,0.56,3b
REPT,Scincidae,Techmarscincus jigurru,.,Bartle Frere Skink,TECJIGU,Tj,5.5,5.5,5.6,72.4,70.4,74.3,.,.,.,.,3,.,2,4,1,1,2,2,1,6,5; 16,6,1.000,grid,42.6,4.2,525.9,4.2,1452 - 1600,15.4 - 16.2,6003 - 6717,3.78,76.23,2,0.833,3b
REPT,Elapidae,Tropidechis carinatus,.,Rough-scaled Snake,TROCARI,Tc,.,.,.,.,676,672,.,.,.,.,10.5,.,2,4,2,2,6,6,0,5,5; 16; 17,16,0.961,grid,11511.1,3836.6,11552.3,3839.3,20 - 1238,17.5 - 23.7,1342 - 3374,1.45,2.77,5,0.4,2b
REPT,Colubridae,Tropidonophis mairii,.,Keelback,TROMAIR,Tm,.,.,.,.,483,556,.,.,.,.,9.8,.,.,4,2,2,6,5,0,3,5; 16; 17,22,0.868,target group,31662.2,24519.7,31662.2,24519.7,2 - 817,19.7 - 24,1023 - 2861,0.46,0.66,4,0.421,1bc
REPT,Varanidae,Varanus scalaris,similis/timorensis,Spotted Tree Monitor,VARSCAL,Vs,57.2,.,.,253,.,.,0,.,8,4,4.5,2,2,4,1,2,1,4,0,4,5; 16; 19,51,0.934,grid,12540.2,4675.7,12540.2,4675.7,40 - 1029,18.5 - 24.2,910 - 4157,0.95,0.67,7,0.735,2bcd
REPT,Varanidae,Varanus tristis,orientalis,.,VARTRIS,Vt,.,.,.,280,.,.,.,.,8,.,10,.,1,4,1,3,5,4,0,3,5; 16; 19,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Varanidae,Varanus varius,.,Lace Monitor,VARVARI,VV,.,.,.,765,.,.,.,.,15,.,10,.,1,4,1,3,5,5,0,4,5; 16; 19,25,0.899,grid,19248.3,10990.1,19248.3,10990.1,10 - 1121,18.1 - 24.5,933 - 2880,0.48,0.97,3,0.522,2bc
REPT,Elapidae,Vermicella annulata,.,Bandy Bandy,VERANNU,Va,.,.,.,.,368,544,1,.,15,.,7.3,.,2,4,2,3,2,6,0,3,5; 16; 17; 18; 19,6,0.938,target group,22481.2,18315.5,22481.2,18315.5,530 - 1000,18.7 - 21.3,1272 - 1513,0.99,1.97,4,0.5,1b
