TAXA,FAMILY,SPECIES,SUBSPECIES,Common_name,spp_code_raster,Spp_code_phylogeny,mass,mass_male,mass_female,size,size_male,size_female,color_dimorphism,age_1st_rep,max_lifespan,rep_characteristics,clutch_litter_size,rep_per_year,rep_seasonality,broad_diet,activity_period,shelter_type,strata_used,pot_dispersal,endemic,rainforest_specialization,references,num_occur,AUC,model_background,realized_dist,core_realized_dist,potential_dist,core_potential_dist,elev_range,temp_range,precip_range,ENFA_marginality,ENFA_specialization,num_veg_types,veg_speciliazation,map_reliability
FROG,Hylidae,Litoria lorica,.,Armoured Mistfrog,LITLORI,LL,.,.,.,35.2,33.1,37.3,.,730,.,1,163,.,.,4,2,3,6,3,1,6,5; 6; 7,3,0.971,grid,3736.7,3009.1,19340.2,8924.4,240 - 1302,17.2 - 23,2584 - 3008,.,.,1,1,1abd
FROG,Hylidae,Litoria nannotis,.,Waterfall Frog,LITNANN,NA,10.1,8.4,11.9,50.3,47,53.6,0,730,.,2,176,.,3,4,2,2,6,3,1,5,5; 6; 7,166,0.902,grid,15443.2,9190.5,15504.9,9191.6,60 - 1214,17.7 - 24.2,1079 - 4157,0.98,0.61,8,0.59,4
FROG,Hylidae,Litoria nyakalensis,.,Mountain Mistfrog,LITNYAK,Ny,.,.,.,31.6,31.6,.,.,730,.,1,88,.,2,4,2,2,6,3,1,6,5; 6; 7,28,0.920,grid,15015.2,6573,15015.2,6573,10 - 1015,18.6 - 23.9,1211 - 3846,1.14,1.2,6,0.429,2ab
FROG,Hylidae,Litoria revelata,.,Whirring Treefrog,LITREVE,re,.,.,.,35,.,.,.,365,.,1,787,.,2,4,2,2,6,3,0,5,5; 6; 7,9,0.983,grid,5726.6,2804.2,8004.5,3215.6,768 - 1194,17.6 - 19.8,1323 - 2850,1.82,37.61,3,0.429,2abc
FROG,Hylidae,Litoria rheocola,.,Common Mistfrog,LITRHEO,Rh,2.3,2.2,3.1,33.9,31.5,36.3,0,730,.,2,109,.,3,4,2,2,6,3,1,6,5; 6; 7,236,0.909,grid,14129.8,8276,14129.9,8276,15 - 1122,18.2 - 24.6,953 - 4168,1.22,0.8,9,0.708,4
FROG,Hylidae,Litoria xanthomera,.,Northern Orange-eyed Treefrog,LITXANT,Lx,6.9,6.9,.,47.2,47.2,.,0,730,.,1,1526,.,2,4,2,2,6,3,1,4,5; 6; 7,117,0.913,grid,18376,8254.1,18473.3,8286.6,36 - 1300,17.3 - 24.4,953 - 3519,1.09,0.65,6,0.748,4
FROG,Myobatrachidae,Mixophyes Carbinensis,.,.,MIXCARB,Mcarb,38.6,32.9,55.6,68.1,64.9,77.7,0,.,.,1,.,.,2,4,2,3,6,3,1,.,21,26,0.991,grid,1535.2,652.6,2994.7,785.1,669 - 1244,17.6 - 20.7,1405 - 2672,1.78,18.69,2,0.808,3ad
FROG,Myobatrachidae,Mixophyes Coggeri,.,.,MIXCOGG,Mcog,76,69.9,91.1,88.3,86.1,93.2,0,.,.,1,.,.,2,4,2,3,6,3,1,.,21,56,0.934,grid,12548.9,5311,12665.1,5350.9,11 - 1109,18.2 - 24.6,1118 - 3751,0.84,0.75,7,0.574,2bcd
FROG,Myobatrachidae,Mixophyes schevilli,.,Northern Barred Frog,MIXSCHE,Mc,53.1,48.8,63.7,74.7,66,75,0,730,16,1,426,.,2,4,2,3,6,3,1,5,5; 6; 7; 9,70,0.930,grid,13553.9,4780.2,14136.4,4827,26 - 1437,16.2 - 23.5,889 - 6505,1.37,0.76,6,0.79,2acd
FROG,Hylidae,Nyctimystes dayi,.,Australian Lace-lid,NYCDAYI,Nd,6.4,2.6,10.2,47.2,37.2,57.2,0,730,11,2,107,.,2,4,2,2,6,3,1,5,5; 6; 7,180,0.895,grid,16564.2,8620.1,16705.5,8628.5,18 - 1214,17.7 - 24.5,953 - 4168,1.16,0.63,7,0.624,3bc
FROG,Ranidae,Rana daemeli,.,Australian Bullfrog,RANDAEM,Rd,7.8,.,.,60,.,.,0,365,8,1,3000,.,2,4,2,3,6,3,0,4,3; 5; 6; 7,59,0.902,grid,20859.5,8304.8,20956.6,8323.1,10 - 618,20.9 - 24.7,917 - 3987,1.18,1.21,7,0.407,3bc
FROG,Myobatrachidae,Taudactylus acutirostris,.,Sharp-snouted Dayfrog,TAUACUT,Ta,1.1,0.8,1.3,22.6,20.6,24.6,.,365,.,1,32.5,.,3,4,2,2,6,3,1,6,5; 6; 7,77,0.938,grid,12203.7,3485.9,12627.9,3503.5,33 - 1302,17.2 - 23.8,1174 - 4405,1.53,0.93,7,0.776,3abc
FROG,Myobatrachidae,Taudactylus rheophilus,.,Northern Tinkerfrog,TAURHEO,Tr,1.8,.,.,28,26.1,28.5,0,365,.,2,42.5,.,3,4,1,2,3,3,1,6,5; 6; 7,18,0.992,grid,3903.9,867.4,4437.4,868.7,704 - 1527,15.8 - 20.5,1429 - 7292,2.08,9.4,3,0.778,2abc
MAMM,Dasyuridae,Antechinus adustus,.,Rusty Antechinus,ANTADUS,Aa,30.5,33,28,100,.,.,0,285,2,6,6,1,1,4,1,2,2,2,1,6,10; 11,36,0.987,grid,4781.4,1290.5,4785.3,1290.5,557 - 1034,18.7 - 21,1554 - 2627,1.48,3.07,3,0.917,3abc
MAMM,Dasyuridae,Antechinus flavipes,rubeculus,Yellow-footed Antechinus,ANTFLAV,i2,45,56,34,113,121,105,0,345,4,6,8.4,1,1,4,1,2,2,3,0,4,3; 10 ;11,69,0.924,grid,18733.5,5368.6,18737.9,5368.6,40 - 1229,17.7 - 24.2,1246 - 3482,1.22,0.79,8,0.435,3ab
MAMM,Dasyuridae,Antechinus godmani,.,Atherton Antechinus,ANTGODM,AG,76.5,95,58,132.5,143,122,0,330,2,6,6,1,1,4,1,1,1,3,1,6,10; 11,28,0.984,grid,5496.2,2689.4,5902.8,2792.1,644 - 1540,15.7 - 20.4,1707 - 7413,1.76,2.78,5,0.821,2ab
MAMM,Canidae,Canis lupus dingo,dingo,Dingo,CANLUPU,Cd,18000,.,.,.,.,.,0,671,14,5,5,1,1,4,2,3,2,8,0,3,3; 10; 12; 13,55,0.694,target group,34608.9,23387.3,34608.9,23387.3,2 - 1437,16.2 - 24.5,828 - 6505,1.01,0.5,7,0.571,2bcd
MAMM,Burryamyidae,Cercartetus caudatus,macrurus,Long-tailed Pygmy Possum,CERCAUD,cC,30,.,30,106,.,.,0,460,10,5,3,2,2,3,2,1,1,3,0,6,3*; 10 ;11,19,0.973,grid,8814,3608.5,8961.2,3614,10 - 1100,18.3 - 24.6,1718 - 4133,1.4,1.81,3,0.737,3ab
MAMM,Petauridae,Dactylopsila trivirgata,.,Striped Possum,DACTRIV,Dt,441.5,460,423,263,.,.,0,600,10,5,2,1,2,3,2,1,1,5,0,5,3; 10 ;11,75,0.876,grid,22561.3,9590.8,22561.3,9590.8,3 - 1181,18 - 24.5,928 - 4051,1.03,0.52,8,0.554,3bc
MAMM,Dasyuridae,Dasyurus maculatus,gracilis,Spotted-tailed Quoll,DASMACU,D2,5500,7000,4000,779.5,759,800,.,365,7,6,5,1,2,3,2,2,2,7,0,5,3; 10 ;11,124,0.974,grid,7728.2,2187.7,7728.2,2187.7,20 - 1494,16 - 24.5,1642 - 6995,1.82,1.33,6,0.79,3a
MAMM,Macropodidae,Dendrolagus bennettianus,.,Bennett's Tree-kangaroo,DENBENN,Be,12150,13700,10600,727.5,750,705,.,730,20,5,1,0.5,2,1,2,2,1,6,1,6,3*; 10 ;11; 12*,17,0.983,grid,3070.3,1864,7643.1,3213.6,20 - 1260,17.5 - 24.5,1982 - 3576,1.41,3.02,5,0.588,3ab
MAMM,Macropodidae,Dendrolagus lumholtzi,.,Lumholtz's Tree-kangaroo,DENLUMH,Lu,6750,7500,6000,572.5,591,554,0,720,20,5,1,0.5,3,1,2,2,1,6,1,6,3*; 10 ;11; 12*,109,0.970,grid,8781.1,2578.4,10003.9,2718.4,19 - 1437,16.2 - 24.4,1265 - 6505,1.59,1.3,9,0.606,3c
MAMM,Pseudocheiridae,Hemibelideus lemuroides,.,Lemuroid Ringtail Possum,HEMLEMU,Hl,952.5,925,980,343,344,342,0,480,5,5,1,1,2,1,2,1,1,4,1,6,3; 10 ;11; 12,143,0.980,grid,4365.2,1887.7,4930.1,2019.4,520 - 1222,17.6 - 21.1,1438 - 3252,1.74,2.64,6,0.86,4
MAMM,Hipposideridae,Hipposideros cervinus,cervinus,Fawn leafnosed bat,HIPCERV,Hc,9,.,.,55,.,.,.,.,12,5,1,1,1,4,2,2,4,6,0,3,3*; 10; 12*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
MAMM,Hipposideridae,Hipposideros semoni,.,Semon's leafnosed bat,HIPSEMO,Hs,16,.,.,50,.,.,.,.,12,5,1,1,.,4,2,2,4,6,0,3,3*; 10; 12*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
MAMM,Potoroidae,Hypsiprymnodon moschatus,.,Musky Rat-kangaroo,HYPMOSC,HM,520,529,511,231.5,230,233,0,635,6,5,2.1,1,3,2,1,2,2,4,1,6,10; 11; 14,120,0.947,grid,13195.3,5212.1,14032.7,5217.5,20 - 1283,17.4 - 24.5,1221 - 4032,1.43,1.38,9,0.808,3c
MAMM,Vespertilionidae,Kerivoula papuensis,.,Golden-tipped bat,PHOPAPU,Kp,6,.,.,60,.,.,.,.,3,5,.,.,2,4,2,2,4,6,0,3,2; 10,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
MAMM,Pteropodidae,Macroglossus minimus,.,Northern blossom bat,MACMINI,Mm,13,14,12,61,.,.,.,.,.,5,1,2,2,3,2,2,4,6,0,3,3; 10; 11; 12,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
MAMM,Muridae,Melomys cervinipes,eboreus,Fawn-footed Melomys,MELCERV,Mc,65.5,70.4,60.5,175,200,150,0,225,5,5,2.5,1.3,3,1,2,2,5,3,0,4,10; 11,231,0.895,grid,19486.3,7721.3,19488,7721.3,0 - 1443,16.2 - 24.8,1023 - 6556,0.99,0.56,15,0.594,3c
MAMM,Vespertilionidae,Miniopterus australis,.,Little bentwing bat,MINAUST,Ms,7.5,.,.,48,.,.,.,.,20,5,1,1,1,4,2,2,4,6,0,3,2*; 10,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
MAMM,Vespertilionidae,Miniopterus schreibersii,oceanensis,Common bentwing bat,MINSCHR,Ma,17,.,.,58,.,.,.,400,22,5,1,1,1,4,2,2,4,6,0,3,2; 10,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
MAMM,Vespertilionidae,Murina florium,.,Flute-nosed bat,MURFLOR,Mf,8,.,.,57,.,.,.,.,.,5,1.5,.,2,3,2,2,4,6,0,5,2; 10,12,0.934,grid,12768.1,4158.6,12768.1,4158.6,240 - 1140,18.1 - 22.8,1786 - 2389,1.48,14.11,2,0.833,1b
MAMM,Vespertilionidae,Myotis adversus,moluccarum,Large-footed myotis,MYOADVE,MY,10,.,.,54,.,.,.,.,20,5,2,2.5,3,4,2,2,4,6,0,3,3; 10; 12,4,0.944,target group,34823.2,25891.1,34823.2,25891.1,179 - 657,20.6 - 22.9,1261 - 3307,.,.,3,0.5,1b
MAMM,Pteropodidae,Nyctimene robinsoni,.,Eastern tubenosed bat,NYCROBI,Nr,49.9,49.2,50.6,105,.,.,.,.,.,5,1,1,2,3,2,2,4,7,0,4,10,75,0.908,grid,18527.6,8182.1,18527.6,8182.1,20 - 1081,18.3 - 24.5,1137 - 4157,1,0.59,4,0.77,3ac
MAMM,Vespertilionidae,Nyctophilus bifax,bifax,Northern longeared bat,NYCBIFA,Nb,12,.,.,55,.,.,.,.,4,5,2,1,2,4,2,2,4,6,0,3,2*; 10,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
MAMM,Vespertilionidae,Nyctophilus gouldi,.,Gould's longeared bat,NYCGOUL,Ng,11,.,.,58,.,.,.,.,4,5,2,1,2,4,2,2,4,6,0,3,2; 10,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
MAMM,Peramelidae,Perameles nasuta,pallescens,Long-nosed Bandicoot,PERNASU,PN,975,1090,859,367,.,.,0,150,7,5,3,6.9,3,3,2,2,2,5,0,5,3; 10; 12,228,0.903,grid,19617.4,8389.6,19624.4,8389.7,0 - 1294,17.4 - 24.5,1127 - 4677,1.14,0.67,14,0.628,3c
MAMM,Muridae,Pogonomys mollipilosus,.,Prehensile-tailed Rat,POGMOLL,Pm,63,57,69,139.5,144,135,0,.,3,5,2.5,1,2,2,2,1,1,3,0,6,3*; 10,7,0.846,grid,19175.5,10830.5,32759.5,14734.4,340 - 1073,18.5 - 22.6,1347 - 3246,0.92,5.75,3,0.571,1b
MAMM,Pseudocheiridae,Pseudochirops archeri,.,Green Ringtail Possum,PSEARCH,ar,1091.5,1064,1119,344,335,353,0,480,10,5,1,1,2,1,2,2,1,4,1,6,3*; 10; 11; 12*,169,0.961,grid,7689.7,3559.5,7711.9,3567.3,103 - 1220,17.7 - 24,1257 - 3266,1.46,1.26,6,0.822,3ac
MAMM,Pseudocheiridae,Pseudochirulus cinereus,.,Daintree River Ringtail Possum,PSECINE,Pc,1000,1092,908,352.5,353,352,0,480,10,5,2,1,3,1,2,1,1,4,1,6,3*; 10; 11; 12*,155,0.995,grid,1705.4,529.4,3363.5,630.6,419 - 1260,17.5 - 22.1,1274 - 2759,1.77,7.2,4,0.916,3ac
MAMM,Pseudocheiridae,Pseudochirulus herbertensis,.,Herbert River Ringtail Possum,PSEHERB,pH,1113.5,1177,1050,357,370,344,0,480,10,5,2,1.1,2,1,2,1,1,4,1,6,3*; 10; 11; 12*,172,0.974,grid,5011.7,2698.6,6282.3,2845,436 - 1443,16.2 - 21.5,1246 - 6556,1.59,1.86,6,0.843,4
MAMM,Pteropodidae,Pteropus alecto,.,Black flying-fox,PTEALEC,Pa,600,.,.,250,.,.,.,365,20,5,1,1,1,3,2,3,4,7,0,3,2; 3; 10,8,0.935,target group,29733.3,16607.5,29733.3,16607.5,0 - 388,21.8 - 24,817 - 3004,0.77,41.46,3,0.333,1b
MAMM,Pteropodidae,Pteropus conspicillatus,.,Spectacled flying-fox,PTECONS,Pc,750,850,650,230,.,.,.,.,20,5,1,1,2,3,2,3,4,7,0,4,2*; 3* 10; 11; 12*,100,0.889,grid,20871.3,10084.9,20871.3,10084.9,3 - 1165,18 - 24.7,947 - 3892,1.02,0.7,7,0.392,3c
MAMM,Muridae,Rattus fuscipes,coracius,Bush Rat,RATFUSC,Rf,122,.,.,214,.,.,.,210,5,5,5,3,3,2,2,1,1,4,0,4,3; 10,99,0.943,grid,11661.9,3370.3,11661.9,3370.3,5 - 1443,16.2 - 23.9,1257 - 6556,1.26,0.69,9,0.543,2bcd
MAMM,Muridae,Rattus leucopus,cooktownensis,Cape York Rat,RATLEUC,RL,164,.,.,176,.,.,.,210,4,5,5,3,3,2,2,1,1,4,0,5,3*; 11,45,0.928,target group,11648,6576.9,11728.7,6577.6,0 - 1443,16.2 - 24.6,1725 - 6556,1.21,0.85,12,0.556,2bcd
MAMM,Rhinolophidae,Rhinolophus megaphyllus,megaphyllus,Eastern horseshoe bat,RHIMEGA,Rm,10.5,.,.,44,.,.,.,.,25,5,1,1,1,4,2,3,4,6,0,3,3*; 10; 12*,48,0.758,target group,22596.3,14740.2,22596.3,14740.2,4 - 1140,18.1 - 24.4,1065 - 3987,0.91,0.51,5,0.651,1bc
MAMM,Vespertilionidae,Scoteanax rueppellii,.,Greater broadnosed bat,SCORUEP,Sr,30,.,.,86,.,.,.,.,.,5,1,1,1,4,2,2,4,6,0,3,3*; 10; 12*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
MAMM,Dasyuridae,Sminthopsis leucopus,.,White-footed Dunnart,SMILEUC,S2,25,.,25,101,.,.,0,336,2,5,8,1,1,3,2,2,2,3,0,6,3*; 10; 12*,2,0.999,grid,2658,238.1,9500.8,317.1,780 - 939,19 - 19.8,1854 - 2164,.,.,1,1,1b
MAMM,Pteropodidae,Syconycteris australis,.,Common blossom bat,SYCAUST,Sa,19,19,19,60,.,.,.,.,.,5,1,2,.,3,2,2,4,6,0,3,10,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
MAMM,Macropodidae,Thylogale stigmatica,stigmatica,Red-legged Pademelon,THYSTIG,Ts,4600,5100,4100,477.5,492,463,0,341,10,5,1,2,3,1,1,3,2,5,0,5,3; 10; 11,260,0.930,grid,16119,6273.1,16119,6273.1,3 - 1274,17.5 - 24.4,1151 - 4677,1.15,0.78,10,0.658,4
MAMM,Phalangeridae,Trichosurus vulpecula j.,johnstonii,Coppery Brushtail Possum,TRIJOHN,TJ,1700,1942,.,350,.,.,0,346,16,5,1,1.3,2,1,2,1,1,5,1,5,3*; 10; 11,30,0.986,grid,4174.1,1608.8,4926.8,1625.1,620 - 1044,18.4 - 20.9,1478 - 2966,1.55,5.75,4,0.467,3de
MAMM,Muridae,Uromys caudimaculatus,.,Giant White-tailed Rat,UROCAUD,Uc,646,667,625,331,352,310,0,244,16,5,2.25,1,1,2,2,1,1,5,0,5,3; 10; 11; 12,216,0.926,grid,16811.7,6366.8,16811.7,6366.8,4 - 1186,17.9 - 24.8,1242 - 3934,0.97,0.64,13,0.757,3c
MAMM,Muridae,Uromys hadrourus,.,Masked White-tailed Rat,UROHADR,Uh,194,209,179,180,.,.,.,244,.,5,2.25,1,1,2,2,1,2,4,1,6,3*; 10; 11; 12*,16,0.991,grid,4524.9,1018.2,4644.7,1018.7,361 - 1154,18 - 22.2,1652 - 3187,1.74,4.64,2,0.75,2bd
MAMM,Vespertilionidae,Vespadelus pumilus,.,Eastern forest bat,VESPUMI,Ep,4.4,3.9,4.9,40,.,.,.,.,5,5,1,1,.,4,2,2,4,6,0,3,3; 10,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
MONO,Ornithorhyncidae,Ornithorhynchus anatinus,.,Platypus,ORNANAT,Oa,861,1018,704,425.5,441,410,0,595,22.6,5,2,1,2,4,4,2,3,6,0,4,3; 10; 15,19,0.907,grid,16614.8,7502.5,16614.8,7502.5,20 - 1072,18.3 - 24.4,1265 - 3307,1.18,0.9,3,0.842,3ab
REPT,Scincidae,Anomalopus gowi,.,.,ANOGOWI,Ag,.,.,.,50,.,101.9,.,.,.,.,2.1,.,.,4,1,2,2,2,0,3,5; 16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,3a
REPT,Colubridae,Boiga irregularis,.,Brown Tree Snake,BOIIRRE,Bi,285,.,.,1035,1040,960,0,.,13,4,7,1,1,4,2,2,1,7,0,3,3; 5; 16; 17,52,0.762,target group,35295.3,24125.4,35295.3,24125.4,15 - 1110,18.1 - 24.5,1003 - 4177,0.8,0.58,5,0.549,2bc
REPT,Elapidae,Cacophis churchilli,.,.,CACCHUR,Cc,.,.,.,538,.,.,.,610,.,.,5.5,.,.,4,2,2,2,6,1,4,5; 16; 17; 18,11,0.847,grid,29021.6,8847.5,29021.6,8847.5,71 - 1214,17.6 - 23.6,1372 - 2933,1.16,1.89,3,0.636,2b
REPT,Elapidae,Cacophis squamulosus,.,Golden Crowned Snake,CACSQUA,Cs,.,.,.,484,389,484,.,976,.,.,6.4,1,2,4,2,2,2,5,0,5,5; 16; 17; 19,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Scincidae,Calyptotis thorntonensis,.,Thornton Peak Skink,CALTHOR,CT,.,.,.,35,.,.,.,.,.,.,3.3,.,.,4,1,2,2,2,1,6,5; 16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Scincidae,Carlia aeratus,.,.,LYGAERA,Ca,.,.,.,.,.,.,.,.,.,.,2,.,.,4,1,2,2,2,0,3,5; 16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Scincidae,Carlia laevis,.,.,LYGLAEV,CL,0.7,0.7,0.7,34.6,35.2,33.9,.,.,.,.,1.92,.,2,4,1,2,2,2,1,3,5; 16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Scincidae,Carlia rhomboidalis,.,.,CARRHOM,rh,.,.,.,50,.,.,.,.,.,.,2,.,.,4,1,2,2,2,0,4,5; 16,3,0.959,grid,3368.3,3354.3,19660.3,11789,97 - 522,21.1 - 23.4,1042 - 1396,.,.,.,.,1be
REPT,Scincidae,Carlia rubrigularis,.,Northern Red-throated Skink,CARRUBR,RU,3.3,3.5,3,52.3,51.8,52.8,1,.,.,4,2,2,2,4,1,2,2,2,1,5,5; 16,460,0.907,grid,15908.1,8820.2,15977.6,8835.2,14 - 1300,17.3 - 24.6,1137 - 4157,0.97,0.6,9,0.767,4
REPT,Scincidae,Carlia tanneri,.,.,LYGTANN,Ct,.,.,.,.,.,.,.,.,.,.,2,.,.,4,1,2,2,2,0,3,5; 16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Gekkonidae,Carphodactylus laevis,.,Chameleon Gecko,CARLAEV,Cl,21.9,19.4,24.8,103.5,101.2,106.2,0,.,.,4,1.5,.,2,4,2,1,2,3,1,6,5; 16,116,0.962,grid,8031.6,3879.2,8261.8,3881,115 - 1079,18.4 - 23.9,1453 - 4083,1.34,1.47,5,0.948,4
REPT,Scincidae,Coeranoscincus frontalis,.,.,COEFRON,Cf,201.5,.,.,250,.,.,0,.,.,4,4,.,2,4,1,2,2,4,1,6,5; 16,15,0.953,grid,9727.1,3380.4,9919.4,3401.3,40 - 1042,18.4 - 23.4,1644 - 3236,1.55,2.01,2,0.867,2abc
REPT,Crocodylidae,Crocodylus porosus,.,Estuarine Crocodile,CROPORO,Cp,.,.,.,5000,.,.,.,.,42,.,50,.,2,4,2,3,6,8,0,3,3; 5; 16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Elapidae,Cryptophis nigrescens,.,Eastern Smalleyed Snake,RHINIGR,ni,53.1,.,.,600,.,.,0,.,.,4,4,.,1,4,2,2,2,6,0,5,5; 16; 17;18,60,0.909,grid,18739.3,7429.3,18739.3,7429.3,16 - 1214,17.6 - 24.4,934 - 3872,0.97,0.58,7,0.579,3bc
REPT,Scincidae,Cyclodomorphus gerrardii,.,Pink-tongued Lizard,CYCGERR,Cg,136,.,.,212,.,.,0,.,13,4,10,.,2,4,1,2,5,3,0,3,5; 16; 19,9,0.723,target group,33222,21630,33285.8,21644,60 - 928,19.1 - 23.3,1503 - 3477,1.2,4.19,3,0.5,1b
REPT,Pygopodidae,Delma labialis,.,Striped-tailed Delma,DELLABI,Dl,.,.,.,100,.,.,.,.,.,.,2,.,.,4,1,2,2,2,0,3,5; 16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Pygopodidae,Delma mitella,.,.,DELMITE,Dm,.,.,.,80,.,.,.,.,.,.,2,.,.,4,1,2,2,2,1,4,5; 16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Elapidae,Demansia psammophis,psammophis,Yellow-faced Whipsnake,DEMPSAM,PS,53.5,.,.,542.5,556,529,0,610,.,4,6.03,1,1,4,1,3,2,6,0,3,5; 16; 17;18,23,0.923,target group,19604.6,12043,19604.6,12043,58 - 961,18.9 - 24.3,1102 - 3243,0.73,1.36,3,0.591,1bc
REPT,Elapidae,Demansia torquata,.,Collared Whipsnake,DEMTORQ,To,.,.,.,524.5,539,510,.,.,.,.,4,.,1,4,1,2,2,6,0,3,5; 16; 17;18,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Colubridae,Dendrelaphis calligastra,.,Northern Tree Snake,DENCALL,Dc,200,.,.,802,.,.,0,.,.,4,7.2,.,2,4,1,2,1,5,0,4,5; 16; 17,23,0.939,grid,12818.1,5704.8,13170.9,5792.7,11 - 1073,18.5 - 24.9,1033 - 3534,1.07,0.66,4,0.667,1abc
REPT,Colubridae,Dendrelaphis punctulata,.,Common Tree Snake,DENPUNC,Dp,180,.,.,788.5,.,.,0,.,.,4,9.1,.,2,4,1,2,1,6,0,3,5; 16; 17,50,0.748,target group,33390.7,24635.6,33390.7,24635.6,2 - 950,19 - 24.4,999 - 3377,0.54,0.58,5,0.543,2bc
REPT,Scincidae,Egernia frerei,.,Major Skink,EGEFRER,Ef,97.2,.,.,180,.,.,0,.,7,4,3,.,2,4,1,2,2,3,0,4,5; 16; 19,25,0.930,grid,14396.7,5667.9,14396.7,5667.9,0 - 885,19.3 - 24.5,1301 - 3553,0.87,0.66,6,0.583,2bc
REPT,Chelidae,Elseya latisternum,.,Sawshell Turtle,ELSLATI,El,.,.,.,280,.,.,.,.,26,.,17,.,.,4,1,.,3,5,0,3,5; 16; 19,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Chelidae,Emydura macquarii,.,Krefft's RiverTurtle,EMYKREF,Em,.,.,.,300,.,.,.,.,30,.,20,.,.,4,1,.,3,5,0,3,5; 16; 19,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Scincidae,Eulamprus brachysoma,.,.,EULBRAC,EF,6.7,.,.,.,68.4,56.3,0,.,.,4,3.8,.,2,4,1,2,5,2,0,4,5; 16,35,0.967,grid,10484.1,1956.3,10484.1,1956.3,82 - 1073,18.5 - 23.5,982 - 3359,0.99,1.15,4,0.424,1abc
REPT,Scincidae,Eulamprus frerei,.,.,EULFRER,Et,97.2,49,113,130.3,107,153.7,.,.,.,.,5,.,.,4,1,2,2,3,1,6,5; 16,4,1.000,grid,111.3,7.5,549.6,7.5,1437 - 1600,15.4 - 16.2,6169 - 6717,.,.,3,0.5,3bc
REPT,Scincidae,Eulamprus quoyii,.,Eastern Water Skink,EULQUOY,Eq,27.6,.,.,.,103.4,102,0,.,.,4,4.8,.,2,4,1,2,2,2,0,4,5; 16,29,0.884,grid,23172.5,7844.8,23172.5,7844.8,27 - 1110,18.1 - 24.3,1056 - 4020,0.92,0.8,5,0.778,3bc
REPT,Scincidae,Eulamprus tigrinus,.,.,EULTIGR,Eb,10.7,11.4,10.4,80,81.4,79.6,0,.,.,4,4,.,2,4,1,2,2,2,1,6,5; 16,55,0.961,grid,10109.1,3775.8,10111,3775.8,11 - 1317,17.1 - 24.6,1482 - 4157,1.46,1.27,6,0.8,3ab
REPT,Elapidae,Furina barnardi,.,Yellow-naped Snake,FURBARN,Fb,.,.,.,50,288,440,.,.,.,.,8.3,.,.,4,2,2,2,2,0,3,5; 16; 17;18,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
REPT,Elapidae,Furina ornata,.,Orange-naped Snake,FURORNA,Fo,.,.,.,.,291,365,.,.,.,.,3.1,.,1,4,2,2,2,2,0,3,5; 16; 17;18,4,0.875,target group,30854.6,24764.6,30854.6,24764.6,56 - 600,20.8 - 23.6,934 - 2064,.,.,2,0.5,1b
REPT,Elapidae,Furina tristis,.,Brown-headed Snake,FURTRIS,Ft,.,.,.,.,609,584,.,.,.,.,4.6,.,.,4,2,2,2,2,0,3,5; 16; 17;18,2,0.983,target group,3210,1457.7,8430.6,2177.4,12 - 157,23.6 - 24.9,1723 - 3339,.,.,1,1,1b
REPT,Scincidae,Glaphyromorphus clandestinus,.,Mt Elliot skink,GLACLAN,cL,.,.,.,58.7,.,.,.,.,.,.,3,.,.,4,1,2,2,2,1,4,5; 16,3,1.000,grid,469.4,62.2,1064.2,62.3,495 - 500,21.2 - 21.2,1193 - 1196,.,.,.,.,1b
REPT,Scincidae,Glaphyromorphus crassicaudus,.,.,GLACRAS,Gc,.,.,.,50,.,50.6,.,.,.,.,3,.,.,4,1,2,2,2,0,3,5; 16,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.
